county_fips,year,commodity_desc,AREA HARVESTED,AREA PLANTED,PRODUCTION,YIELD,class_desc,prodn_practice_desc,util_practice_desc,cv_mean,yield_unit
5001,2013,WHEAT,28000.0,28900.0,2140000.0,76.4,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2014,CORN,33000.0,33200.0,6235000.0,188.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2014,RICE,95000.0,95000.0,7600000.0,8000.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2014,SORGHUM,5200.0,5200.0,468000.0,90.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2014,SOYBEANS,168100.0,168200.0,9254000.0,55.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2014,WHEAT,15300.0,16300.0,1120000.0,73.2,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2015,CORN,30200.0,30400.0,5712000.0,189.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2015,RICE,90300.0,90400.0,7191000.0,7960.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2015,SORGHUM,22300.0,22600.0,2160000.0,96.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2015,SOYBEANS,160100.0,160200.0,8626400.0,53.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2015,WHEAT,10000.0,11600.0,620000.0,62.0,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2016,CORN,46400.0,46700.0,8445000.0,182.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2016,RICE,93500.0,93800.0,7252000.0,7760.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2016,SOYBEANS,162600.0,163000.0,8834800.0,54.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2017,CORN,46200.0,46600.0,8885000.0,192.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2017,RICE,67200.0,67500.0,5400000.0,8040.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2017,SOYBEANS,186900.0,187300.0,10040000.0,53.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2018,CORN,44500.0,44900.0,8320000.0,187.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2018,RICE,78500.0,79000.0,6317000.0,8050.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2018,SOYBEANS,170900.0,171800.0,10218000.0,59.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2019,CORN,54000.0,54200.0,10420000.0,193.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2019,RICE,75300.0,75800.0,6130000.0,8140.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5001,2019,SOYBEANS,159600.0,160500.0,9254000.0,58.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5001,2020,CORN,42300.0,42700.0,8083000.0,191.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.0,BU / ACRE
5001,2020,RICE,88600.0,89200.0,7040000.0,7950.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,LB / ACRE
5001,2020,SOYBEANS,161800.0,162500.0,9573000.0,59.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.0,BU / ACRE
5001,2021,CORN,53400.0,53900.0,10149000.0,190.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.3,BU / ACRE
5001,2021,RICE,69700.0,70300.0,5539000.0,7950.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.5,LB / ACRE
5001,2021,SOYBEANS,167400.0,168500.0,9948000.0,59.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.3,BU / ACRE
5001,2022,CORN,53900.0,54500.0,10127000.0,187.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,5.1,BU / ACRE
5001,2022,RICE,65300.0,65800.0,5080000.0,7780.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.3,LB / ACRE
5001,2022,SOYBEANS,171300.0,171500.0,9585000.0,56.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.6,BU / ACRE
5001,2023,CORN,56400.0,57400.0,10400000.0,184.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
5001,2023,RICE,70900.0,71100.0,5318000.0,7500.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,LB / ACRE
5001,2023,SOYBEANS,161800.0,163000.0,9239000.0,57.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,BU / ACRE
5001,2023,WHEAT,4850.0,5800.0,289000.0,59.6,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,15.1,BU / ACRE
5001,2024,CORN,31600.0,32200.0,6000000.0,189.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.4,BU / ACRE
5001,2024,RICE,82900.0,83000.0,6410000.0,7730.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.8,LB / ACRE
5001,2024,SOYBEANS,173500.0,175500.0,10046000.0,57.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.7,BU / ACRE
5003,2010,CORN,15200.0,15200.0,2569000.0,169.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2010,RICE,19800.0,19900.0,1235000.0,6240.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2010,SOYBEANS,26333.333333333332,26733.333333333332,1141333.3333333333,36.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2010,WHEAT,3000.0,3800.0,168000.0,56.0,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2011,COTTON,32000.0,32400.0,61200.0,918.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2011,RICE,7900.0,7900.0,496000.0,6280.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2011,SOYBEANS,25200.0,26800.0,1047000.0,33.63333333333333,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2012,CORN,29700.0,30200.0,5560000.0,187.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2012,RICE,6000.0,6200.0,385000.0,6420.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2012,SOYBEANS,44300.0,45200.0,2223000.0,50.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2012,WHEAT,10100.0,11100.0,551000.0,54.6,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2013,CORN,45800.0,46000.0,8850000.0,193.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2013,COTTON,14400.0,14600.0,42400.0,1413.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2013,SOYBEANS,44200.0,44400.0,2437500.0,55.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2013,WHEAT,9100.0,9900.0,583000.0,64.1,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2014,CORN,22000.0,22100.0,4255000.0,193.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2014,COTTON,19800.0,20100.0,52200.0,1265.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2014,RICE,12100.0,12100.0,860000.0,7110.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2014,SOYBEANS,55700.0,56500.0,3129500.0,56.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2014,WHEAT,5000.0,5600.0,315000.0,63.0,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2015,CORN,25700.0,25800.0,4914000.0,191.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2015,COTTON,15200.0,15300.0,36700.0,1159.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2015,RICE,8500.0,8500.0,593000.0,6980.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2015,SOYBEANS,56600.0,57200.0,3174400.0,56.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2015,WHEAT,3400.0,4000.0,180000.0,52.9,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2016,CORN,32400.0,33400.0,6125000.0,189.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2016,COTTON,18900.0,18900.0,41150.0,1045.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2016,RICE,8300.0,8500.0,597000.0,7190.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2016,SOYBEANS,48400.0,48400.0,2819000.0,58.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2016,WHEAT,600.0,1400.0,23000.0,38.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2017,CORN,25000.0,25000.0,4905000.0,196.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2017,COTTON,23600.0,23600.0,55700.0,1133.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2017,RICE,3700.0,4000.0,282000.0,7620.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2017,SOYBEANS,61400.0,61800.0,3490000.0,56.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2017,WHEAT,1200.0,1600.0,76000.0,63.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2018,CORN,27100.0,27300.0,5270000.0,194.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2018,COTTON,20800.0,21200.0,45200.0,1043.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2018,RICE,6800.0,6800.0,500000.0,7350.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2018,SOYBEANS,56600.0,57500.0,3107700.0,54.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2019,CORN,32600.0,37000.0,5410000.0,166.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2019,COTTON,26400.0,27100.0,60300.0,1096.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5003,2019,SOYBEANS,38900.0,39400.0,1970000.0,50.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5003,2020,CORN,24200.0,26000.0,4557000.0,188.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.0,BU / ACRE
5003,2020,COTTON,20400.0,21300.0,50000.0,1176.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.5,LB / ACRE
5003,2020,SOYBEANS,49000.0,49200.0,2715000.0,55.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,BU / ACRE
5003,2021,CORN,38900.0,39500.0,7235000.0,186.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
5003,2021,COTTON,18000.0,18100.0,42800.0,1141.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.7,LB / ACRE
5003,2021,RICE,8970.0,9100.0,706000.0,7870.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.3,LB / ACRE
5003,2021,SOYBEANS,45400.0,45800.0,2892000.0,63.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.0,BU / ACRE
5003,2022,CORN,33600.0,34500.0,5541000.0,164.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.9,BU / ACRE
5003,2022,COTTON,21500.0,21600.0,45200.0,1009.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.9,LB / ACRE
5003,2022,RICE,4670.0,4700.0,348400.0,7460.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.4,LB / ACRE
5003,2022,SOYBEANS,52400.0,52800.0,3128000.0,59.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.3,BU / ACRE
5003,2023,CORN,41400.0,41900.0,7349000.0,177.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
5003,2023,COTTON,15400.0,15500.0,37700.0,1175.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.8,LB / ACRE
5003,2023,RICE,8560.0,8700.0,629000.0,7350.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.0,LB / ACRE
5003,2023,SOYBEANS,46200.0,46600.0,2721000.0,58.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.2,BU / ACRE
5003,2024,CORN,26800.0,30700.0,5120000.0,191.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.7,BU / ACRE
5003,2024,COTTON,14100.0,14100.0,40300.0,1372.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.6,LB / ACRE
5003,2024,SOYBEANS,53100.0,53400.0,3388000.0,63.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.2,BU / ACRE
5007,2015,SOYBEANS,1100.0,1300.0,41000.0,37.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5007,2021,SOYBEANS,600.0,600.0,24700.0,41.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.6,BU / ACRE
5007,2021,WHEAT,620.0,800.0,21900.0,35.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,13.9,BU / ACRE
5017,2010,CORN,25000.0,25800.0,4019000.0,160.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2010,RICE,54500.0,54800.0,3650000.0,6700.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2010,SOYBEANS,84400.0,84733.33333333333,3369333.3333333335,37.800000000000004,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2010,WHEAT,3100.0,3900.0,168000.0,54.2,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2011,CORN,37100.0,38100.0,5812000.0,156.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2011,COTTON,24300.0,24800.0,46600.0,920.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2011,RICE,28500.0,28600.0,1985000.0,6960.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2011,SOYBEANS,90200.0,91133.33333333333,3766666.6666666665,37.63333333333333,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2011,WHEAT,13500.0,14000.0,866000.0,64.1,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2012,CORN,50100.0,50600.0,9450000.0,188.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2012,RICE,27500.0,27700.0,1955000.0,7110.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2012,SOYBEANS,84533.33333333333,85200.0,4372666.666666667,47.166666666666664,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2012,WHEAT,19600.0,21200.0,1133000.0,57.8,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2013,CORN,60600.0,61000.0,11150000.0,184.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2013,COTTON,11700.0,11700.0,33100.0,1358.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2013,RICE,26700.0,26700.0,1989000.0,7450.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2013,SOYBEANS,119100.0,120600.0,6068000.0,50.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2013,WHEAT,18400.0,19300.0,1005000.0,54.6,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2014,CORN,26100.0,26400.0,4940000.0,189.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2014,COTTON,15100.0,15100.0,41350.0,1314.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2014,RICE,38000.0,38000.0,2820000.0,7420.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2014,SORGHUM,5000.0,5000.0,293000.0,58.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2014,SOYBEANS,97666.66666666667,97866.66666666667,5316000.0,53.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2015,CORN,25700.0,25800.0,4823000.0,187.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2015,COTTON,12400.0,12700.0,29300.0,1134.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2015,RICE,28900.0,28900.0,2195000.0,7600.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2015,SOYBEANS,107533.33333333333,108266.66666666667,5694000.0,49.53333333333333,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2016,CORN,31600.0,33800.0,5827000.0,184.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2016,COTTON,15200.0,15200.0,33050.0,1044.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2016,RICE,36600.0,36700.0,2591000.0,7080.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2016,SOYBEANS,95666.66666666667,95866.66666666667,5044666.666666667,49.699999999999996,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2017,CORN,19900.0,20400.0,3630000.0,182.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2017,COTTON,16600.0,16600.0,34400.0,995.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2017,RICE,21700.0,21800.0,1615000.0,7440.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2017,SOYBEANS,112600.0,113133.33333333333,5764666.666666667,48.13333333333333,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2018,CORN,29000.0,29200.0,5260000.0,181.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2018,COTTON,15700.0,16000.0,32700.0,1000.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2018,RICE,24200.0,24200.0,1873000.0,7740.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2018,SOYBEANS,110333.33333333333,110666.66666666667,5742666.666666667,48.26666666666667,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2019,CORN,29300.0,33300.0,5160000.0,176.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2019,COTTON,25000.0,25700.0,57400.0,1102.0,UPLAND,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2019,RICE,18400.0,19100.0,1418000.0,7710.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,LB / ACRE
5017,2019,SOYBEANS,143200.0,145000.0,7750000.0,54.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
5017,2020,CORN,16900.0,18200.0,2978000.0,176.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
5017,2020,COTTON,19700.0,19900.0,45300.0,1104.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.9,LB / ACRE
5017,2020,RICE,29300.0,29800.0,2233000.0,7620.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,LB / ACRE
5017,2020,SOYBEANS,163100.0,164500.0,8796000.0,53.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.9,BU / ACRE
5017,2021,CORN,35800.0,37000.0,6512000.0,181.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
